customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,purchase_frequency,average_order_value,days_since_last_purchase,tenure_group,avg_monthly_spend,tenure_years,family_status,annual_spend,payment_consistency,short_contract_risk,paperless_risk,total_services,premium_service_usage,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
7590-VHVEG,0,0,1,0,0.0,0,No phone service,No,Yes,No,No,No,No,1,0.1154228855721393,0.001275098084468,0,1,29.85,30,0-12,0.2458813838550247,0.0833333333333333,1,358.20000000000005,1.0,1,1,1,0,False,False,False,False,False,True,False
5575-GNVDE,1,0,0,0,0.4647887323943662,1,No,Yes,No,Yes,No,No,No,0,0.3850746268656716,0.215866605123471,0,34,56.95,1020,24-36,0.4577720709371062,2.833333333333333,0,683.4000000000001,0.9758301916025408,0,0,3,1,False,False,True,False,False,False,True
3668-QPYBK,1,0,0,0,0.0140845070422535,1,No,Yes,Yes,No,No,No,No,1,0.354228855721393,0.0103104084929609,1,2,53.85,60,0-12,0.4454283360790774,0.1666666666666666,0,646.2,1.004178272980501,1,1,3,1,False,False,False,False,False,False,True
7795-CFOCW,1,0,0,0,0.619718309859155,0,No phone service,Yes,No,Yes,Yes,No,No,0,0.2393034825870646,0.2102411723978767,0,45,42.3,1350,36-48,0.3369485630605894,3.75,0,507.6,0.9670344102968218,0,0,3,2,False,False,True,False,False,False,False
9237-HQITU,0,0,0,0,0.0140845070422535,1,No,No,No,No,No,No,No,1,0.5218905472636816,0.0153300253865681,1,2,70.7,60,0-12,0.6245881383855024,0.1666666666666666,0,848.4000000000001,1.0724893917963223,1,1,1,0,True,False,False,False,False,True,False
9305-CDSKC,0,0,0,0,0.0985915492957746,1,Yes,No,No,Yes,No,Yes,Yes,1,0.8099502487562189,0.0925109623817216,1,8,99.65,240,0-12,0.844831136738056,0.6666666666666666,0,1195.8000000000002,1.0292272955343702,1,1,5,2,True,False,False,False,False,True,False
1452-KIOVK,1,0,0,1,0.295774647887324,1,Yes,No,Yes,No,No,Yes,No,1,0.7049751243781094,0.222778675282714,0,22,89.1,660,12-24,0.7298936648195297,1.8333333333333333,1,1069.1999999999998,0.994490358126722,1,1,4,1,True,False,False,False,True,False,False
6713-OKOMC,0,0,0,0,0.1267605633802817,0,No phone service,Yes,No,No,No,No,No,0,0.1144278606965173,0.0326678975305792,0,10,29.75,300,0-12,0.2486820428336079,0.8333333333333334,0,357.0,1.0147899159663865,1,0,1,1,False,False,False,False,False,False,True
7892-POOKP,0,0,1,0,0.3802816901408451,1,Yes,No,No,Yes,Yes,Yes,Yes,1,0.8611940298507462,0.3493249480729287,1,28,104.8,840,24-36,0.8961079077429983,2.333333333333333,1,1257.6,1.0380486641221374,1,1,6,3,True,False,False,False,False,True,False
6388-TABGU,1,0,0,1,0.8591549295774649,1,No,Yes,Yes,No,No,No,No,0,0.3771144278606965,0.4003173321024694,0,62,56.15,1860,60+,0.4634041026731147,5.166666666666667,1,673.8,1.0019102059575449,0,0,3,1,False,False,True,False,False,False,False
9763-GRSKD,1,0,1,1,0.1690140845070422,1,No,Yes,No,No,No,No,No,1,0.3154228855721393,0.0656185091160858,0,13,49.95,390,12-24,0.3722278545178051,1.0833333333333333,2,599.4000000000001,0.9046739046739048,1,1,2,1,False,False,False,False,False,False,True
7469-LKBCI,1,0,0,0,0.2112676056338028,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0.0069651741293532,0.0355411954765751,0,16,18.95,480,12-24,0.1682454695222405,1.3333333333333333,0,227.4,1.0778364116094987,0,0,1,0,False,True,False,True,True,False,False
8091-TTVAX,1,0,1,0,0.8028169014084507,1,Yes,No,No,Yes,No,Yes,Yes,0,0.8169154228855721,0.6533925686591276,0,58,100.35,1740,48-60,0.806836902800659,4.833333333333333,1,1204.1999999999998,0.9760837070254113,0,0,5,2,True,False,True,False,True,False,False
0280-XJGEX,1,0,0,0,0.676056338028169,1,Yes,No,Yes,Yes,No,Yes,Yes,1,0.8502487562189055,0.578986845141934,1,49,103.7,1470,48-60,0.8466361833036344,4.083333333333333,0,1244.4,0.9911439985830398,1,1,6,2,True,False,False,False,False,False,False
5129-JLPIS,1,0,0,0,0.3380281690140845,1,No,Yes,No,Yes,Yes,Yes,Yes,1,0.8681592039800995,0.3077832910223863,0,25,105.5,750,24-36,0.8850247116968698,2.083333333333333,0,1266.0,1.0184075829383887,1,1,6,4,True,False,False,False,False,True,False
3655-SNQYZ,0,0,1,1,0.9577464788732396,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0.945273631840796,0.9088795291945534,0,69,113.25,2070,60+,0.9425244132464244,5.75,2,1359.0,1.010352880954666,0,0,8,4,True,False,False,True,True,False,False
8191-XWSZG,0,0,0,0,0.7183098591549296,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0.0238805970149253,0.1158723747980614,0,52,20.65,1560,48-60,0.1620437840577873,4.333333333333333,0,247.8,0.9526448128143044,0,0,1,0,False,True,True,False,False,False,True
9959-WOFKT,1,0,0,1,0.9859154929577464,1,Yes,Yes,No,Yes,No,Yes,Yes,0,0.8800995024875623,0.8496942072467113,0,71,106.7,2130,60+,0.8564691277815162,5.916666666666667,1,1280.4,0.9744644059294852,0,0,6,3,True,False,False,True,False,False,False
4190-MFLUW,0,0,1,1,0.1267605633802817,1,No,No,No,Yes,Yes,No,No,0,0.3676616915422885,0.0587987537502884,1,10,55.2,300,0-12,0.4352141680395387,0.8333333333333334,2,662.4000000000001,0.9571557971014492,1,0,3,1,False,False,False,False,True,False,False
4183-MYFRB,0,0,0,0,0.2816901408450704,1,No,No,Yes,Yes,No,No,Yes,1,0.7144278606965173,0.2127971382414032,0,21,90.05,630,12-24,0.7307209539499491,1.75,0,1080.6,0.9851140900557892,1,1,4,1,True,False,False,False,False,True,False
8779-QRDMV,1,1,0,0,0.0,0,No phone service,No,No,Yes,No,No,Yes,1,0.2129353233830845,0.0024059543041772,1,1,39.65,30,0-12,0.3266062602965403,0.0833333333333333,0,475.8,1.0,1,1,2,1,False,False,False,False,False,True,False
1680-VDCWW,1,0,1,0,0.1549295774647887,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0.0154228855721393,0.0211689360720055,0,12,19.8,360,0-12,0.1388316858868753,1.0,1,237.6,0.8512205387205386,0,0,1,0,False,True,True,False,False,False,False
1066-JKSGK,1,0,0,0,0.0,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0.0189054726368158,0.0001557812139395,1,1,20.15,30,0-12,0.1659802306425041,0.0833333333333333,0,241.8,1.0,1,0,1,0,False,True,False,False,False,False,True
3638-WEABW,0,0,1,0,0.8028169014084507,1,Yes,No,Yes,No,Yes,No,No,1,0.4144278606965174,0.4022963304869605,0,58,59.9,1740,48-60,0.4977986706811338,4.833333333333333,1,718.8,1.0088941339013298,0,1,4,1,False,False,False,True,True,False,False
6322-HRPFA,1,0,1,1,0.676056338028169,1,No,Yes,Yes,No,Yes,No,No,0,0.4114427860696518,0.3405838910685437,0,49,59.6,1470,48-60,0.4993275728742898,4.083333333333333,2,715.2,1.017086700451993,1,0,4,2,False,False,False,False,True,False,False
6865-JZNKO,0,0,0,0,0.4084507042253521,1,No,Yes,Yes,No,No,No,No,1,0.3686567164179104,0.1744518809139164,0,30,55.3,900,24-36,0.4202635914332784,2.5,0,663.5999999999999,0.9226039783001808,1,1,3,1,False,False,False,False,False,False,False
6467-CHFZW,1,0,1,1,0.647887323943662,1,Yes,No,Yes,No,No,Yes,Yes,1,0.8069651741293532,0.545851603969536,1,47,99.35,1410,36-48,0.832337270847208,3.9166666666666665,2,1192.1999999999998,1.0170683913523006,1,1,5,2,True,False,False,False,False,True,False
8665-UTDHZ,1,0,1,1,0.0,0,No phone service,No,Yes,No,No,No,No,0,0.1189054726368158,0.0013154858066005,1,1,30.2,30,0-12,0.2487644151565074,0.0833333333333333,2,362.4,1.0,1,0,1,0,False,False,False,False,False,True,False
5248-YGIJN,1,0,1,0,1.0,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0.7164179104477612,0.7328236787445188,0,72,90.25,2160,60+,0.728703322350357,6.0,1,1083.0,0.9802169898430286,0,1,8,4,False,False,False,True,True,False,False
8773-HHUOZ,0,0,0,1,0.2253521126760563,1,No,No,No,No,No,Yes,Yes,1,0.4621890547263682,0.1239672282483267,1,17,64.7,510,12-24,0.529654036243822,1.4166666666666667,1,776.4000000000001,0.9938176197836164,1,1,3,2,False,False,False,False,False,False,True
3841-NFECX,0,1,1,0,0.9859154929577464,1,Yes,Yes,Yes,Yes,Yes,No,No,1,0.7771144278606964,0.778692591737826,0,71,96.35,2130,60+,0.7850836485138176,5.916666666666667,1,1156.1999999999998,0.9891972488798908,0,1,6,2,True,False,False,True,True,False,False
4929-XIHVW,1,1,1,0,0.0140845070422535,1,No,No,No,Yes,No,Yes,Yes,1,0.7686567164179104,0.01879183014078,0,2,95.5,60,0-12,0.7481466227347611,0.1666666666666666,1,1146.0,0.9510471204188482,1,1,4,2,True,False,False,False,True,False,False
6827-IEAUQ,0,0,1,1,0.3661971830985915,1,No,Yes,Yes,Yes,Yes,No,No,0,0.4766169154228856,0.2141299330717747,0,27,66.15,810,24-36,0.5718622246628836,2.25,2,793.8000000000001,1.0494946949973405,0,0,5,2,False,False,True,False,False,False,True
7310-EGVHZ,1,0,0,0,0.0,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0.0194029850746268,0.0001615508885298,0,1,20.2,30,0-12,0.1663920922570016,0.0833333333333333,0,242.4,1.0,1,0,1,0,False,True,False,False,False,False,False
3413-BMNZE,1,1,0,0,0.0,1,No,No,No,No,No,No,No,0,0.2686567164179104,0.0030521578582967,0,1,45.25,30,0-12,0.3727347611202636,0.0833333333333333,0,543.0,1.0,1,0,1,0,False,False,False,False,False,False,False
6234-RAAPL,0,0,1,1,1.0,1,Yes,Yes,Yes,No,Yes,Yes,No,0,0.8124378109452737,0.8346295868912993,0,72,99.9,2160,60+,0.8296380194032583,6.0,2,1198.8000000000002,1.0081887442998554,0,0,6,3,True,False,False,True,False,False,False
6047-YHPVI,1,0,0,0,0.056338028169014,1,No,No,No,No,No,No,No,1,0.5119402985074627,0.0343987999076852,1,5,69.7,150,0-12,0.5220757825370675,0.4166666666666667,0,836.4000000000001,0.909325681492109,1,1,1,0,True,False,False,False,False,True,False
6572-ADKRS,0,0,0,0,0.6338028169014085,1,No,No,No,Yes,No,No,No,1,0.5626865671641791,0.4072813293330256,0,46,74.8,1380,36-48,0.6353950290093833,3.8333333333333335,0,897.5999999999999,1.0312427342478494,1,1,2,0,True,False,False,False,True,False,False
5380-WJKOV,1,0,0,0,0.4647887323943662,1,Yes,No,Yes,Yes,No,Yes,Yes,1,0.8766169154228854,0.4073909531502423,1,34,106.35,1020,24-36,0.8598822560325613,2.833333333333333,0,1276.1999999999998,0.9815675212256976,1,1,6,2,True,False,False,False,False,True,False
8168-UQWWF,0,0,0,0,0.1408450704225352,1,Yes,No,No,Yes,No,Yes,Yes,1,0.7920398009950248,0.1253865681975536,1,11,97.85,330,0-12,0.8277669612101244,0.9166666666666666,0,1174.1999999999998,1.0269893621963118,1,1,5,2,True,False,False,False,False,False,False
8865-TNMNX,1,0,1,1,0.1267605633802817,1,No,No,Yes,No,No,No,No,0,0.3114427860696517,0.0527232864066466,0,10,49.55,300,0-12,0.3918451400329489,0.8333333333333334,2,594.5999999999999,0.9600403632694248,0,0,2,0,False,False,True,False,False,False,True
9489-DEDVP,0,0,1,1,0.971830985915493,1,Yes,Yes,Yes,No,No,Yes,No,1,0.5069651741293533,0.5600680821601662,0,70,69.2,2100,60+,0.5733525535420099,5.833333333333333,2,830.4000000000001,1.0058526011560691,0,1,5,2,False,False,False,True,True,False,False
9867-JCZSP,0,0,1,1,0.2253521126760563,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0.0248756218905472,0.0460939303023309,0,17,20.75,510,12-24,0.2026601414865781,1.4166666666666667,2,249.0,1.1856839121190643,0,0,1,0,False,True,True,False,False,False,True
4671-VJLCL,0,0,0,0,0.8732394366197184,1,Yes,Yes,Yes,Yes,Yes,Yes,No,1,0.6129353233830845,0.5588102930994692,0,63,79.85,1890,60+,0.6356332208885751,5.25,0,958.2,0.9663853852958424,0,1,7,3,False,False,False,True,True,False,False
4080-IIARD,0,0,1,0,0.1690140845070422,1,Yes,Yes,Yes,No,Yes,Yes,No,1,0.5766169154228856,0.1110835448880683,0,13,76.2,390,12-24,0.6218793562286149,1.0833333333333333,1,914.4,0.99076317383404,1,1,6,3,False,False,False,False,False,True,False
3714-NTNFO,0,0,0,0,0.676056338028169,1,Yes,No,No,No,No,No,Yes,1,0.6592039800995024,0.4486383567966766,0,49,84.5,1470,48-60,0.6567427630030596,4.083333333333333,0,1014.0,0.9435333896872358,1,1,3,1,True,False,False,False,False,True,False
5948-UJZLF,1,0,0,0,0.0140845070422535,1,No,No,Yes,No,No,No,No,0,0.308457711442786,0.0090237710593122,0,2,49.25,60,0-12,0.3995057660626029,0.1666666666666666,0,591.0,0.9847715736040608,1,0,2,0,False,False,False,False,False,False,True
